,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
6231,6231,I192071867,3410,Towed,TOWED MOTOR VEHICLE,D14,758,,2019-09-08 08:46:00,2019,9,Sunday,8,Part Three,MONTFERN AVE,42.35105269,-71.16451165,"(42.35105269, -71.16451165)"
6232,6232,I192071866,3208,Property Lost,PROPERTY - MISSING,A1,128,,2019-09-08 07:27:00,2019,9,Sunday,7,Part Three,CORTES ST,42.34827698,-71.07038932,"(42.34827698, -71.07038932)"
6233,6233,I192071865,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,282,,2019-09-08 09:30:00,2019,9,Sunday,9,Part Two,WARREN ST,42.32823419,-71.08328981,"(42.32823419, -71.08328981)"
6234,6234,I192071865,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B2,282,,2019-09-08 09:30:00,2019,9,Sunday,9,Part Two,WARREN ST,42.32823419,-71.08328981,"(42.32823419, -71.08328981)"
6235,6235,I192071864,1402,Vandalism,VANDALISM,E18,522,,2019-09-08 09:48:00,2019,9,Sunday,9,Part Two,B ST,42.25014441,-71.12553157,"(42.25014441, -71.12553157)"
6236,6236,I192071863,3115,Investigate Person,INVESTIGATE PERSON,B3,463,,2019-09-08 09:06:00,2019,9,Sunday,9,Part Three,CALDER ST,42.29710452,-71.08807731,"(42.29710452, -71.08807731)"
6237,6237,I192071862,724,Auto Theft,AUTO THEFT,D4,145,,2019-08-28 06:00:00,2019,8,Wednesday,6,Part One,CUMBERLAND ST,42.34348845,-71.08179542,"(42.34348845, -71.08179542)"
6238,6238,I192071862,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,145,,2019-08-28 06:00:00,2019,8,Wednesday,6,Part One,CUMBERLAND ST,42.34348845,-71.08179542,"(42.34348845, -71.08179542)"
6239,6239,I192071861,616,Larceny,LARCENY THEFT OF BICYCLE,D4,623,,2019-09-07 15:45:00,2019,9,Saturday,15,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
6240,6240,I192071860,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,510,,2019-09-08 08:22:00,2019,9,Sunday,8,Part Two,WASHINGTON ST,42.30055518,-71.11312439,"(42.30055518, -71.11312439)"
6241,6241,I192071860,2610,Other,TRESPASSING,E13,510,,2019-09-08 08:22:00,2019,9,Sunday,8,Part Two,WASHINGTON ST,42.30055518,-71.11312439,"(42.30055518, -71.11312439)"
6242,6242,I192071858,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,205,,2019-09-08 08:43:00,2019,9,Sunday,8,Part One,A ST,42.34695268,-71.05112684,"(42.34695268, -71.05112684)"
6243,6243,I192071856,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D14,751,,2019-09-08 07:57:00,2019,9,Sunday,7,Part Three,KENRICK ST,42.34669542,-71.16848514,"(42.34669542, -71.16848514)"
6244,6244,I192071854,3410,Towed,TOWED MOTOR VEHICLE,A7,29,,2019-09-08 08:09:00,2019,9,Sunday,8,Part Three,CHELSEA ST,42.3702488,-71.03838002,"(42.37024880, -71.03838002)"
6245,6245,I192071853,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,167,,2019-09-08 08:27:00,2019,9,Sunday,8,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
6246,6246,I192071852,3201,Property Lost,PROPERTY - LOST,E18,494,,2019-09-08 08:42:00,2019,9,Sunday,8,Part Three,WEST ST,42.25912397,-71.11846086,"(42.25912397, -71.11846086)"
6247,6247,I192071850,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,E13,565,,2019-09-08 07:45:00,2019,9,Sunday,7,Part Two,AMERICAN LEGION HWY,42.29083059,-71.09878223,"(42.29083059, -71.09878223)"
6248,6248,I192071848,3207,Property Found,PROPERTY - FOUND,A7,28,,2019-09-08 08:10:00,2019,9,Sunday,8,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
6249,6249,I192071847,617,Larceny,LARCENY THEFT FROM BUILDING,D4,626,,2019-09-03 16:57:00,2019,9,Tuesday,16,Part One,PARK DR,42.34160357,-71.0977175,"(42.34160357, -71.09771750)"
6250,6250,I192071846,3205,License Plate Related Incidents,M/V PLATES - LOST,B2,308,,2019-09-08 07:56:00,2019,9,Sunday,7,Part Three,WALNUT AVE,42.32031741,-71.08732302,"(42.32031741, -71.08732302)"
6251,6251,I192071845,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,428,,2019-09-08 06:08:00,2019,9,Sunday,6,Part One,MORTON ST,42.28277509,-71.08877688,"(42.28277509, -71.08877688)"
6252,6252,I192071844,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B3,443,,2019-09-08 02:59:00,2019,9,Sunday,2,Part Three,WARNER ST,42.29465454,-71.07983266,"(42.29465454, -71.07983266)"
6253,6253,I192071843,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,122,,2019-09-08 02:30:00,2019,9,Sunday,2,Part Two,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
6254,6254,I192071842,3114,Investigate Property,INVESTIGATE PROPERTY,E13,303,,2019-09-08 04:37:00,2019,9,Sunday,4,Part Three,COLUMBUS AVE,42.31614182,-71.09833064,"(42.31614182, -71.09833064)"
6255,6255,I192071840,619,Larceny,LARCENY ALL OTHERS,A1,111,,2019-09-08 00:00:00,2019,9,Sunday,0,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
6256,6256,I192071839,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C6,205,,2019-09-08 05:51:00,2019,9,Sunday,5,Part Three,SUMMER ST,42.3505326,-71.05109553,"(42.35053260, -71.05109553)"
6257,6257,I192071838,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,427,,2019-09-08 02:31:00,2019,9,Sunday,2,Part Three,NORFOLK ST,42.27967051,-71.08887826,"(42.27967051, -71.08887826)"
6260,6260,I192071833,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,444,,2019-09-08 04:30:00,2019,9,Sunday,4,Part Two,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
6262,6262,I192071831,724,Auto Theft,AUTO THEFT,D4,133,,2019-09-07 22:00:00,2019,9,Saturday,22,Part One,NEWBURY ST,42.35237073,-71.07227173,"(42.35237073, -71.07227173)"
6263,6263,I192071830,3114,Investigate Property,INVESTIGATE PROPERTY,B2,314,,2019-09-08 04:29:00,2019,9,Sunday,4,Part Three,HOWLAND ST,42.3144484,-71.08993418,"(42.31444840, -71.08993418)"
6264,6264,I192071828,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A1,117,,2019-09-08 03:43:00,2019,9,Sunday,3,Part Two,WASHINGTON ST,42.35174282,-71.0627594,"(42.35174282, -71.06275940)"
6265,6265,I192071827,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,378,,2019-09-08 02:51:00,2019,9,Sunday,2,Part Three,PIERCE AVE,42.28743256,-71.0526387,"(42.28743256, -71.05263870)"
6266,6266,I192071826,301,Robbery,ROBBERY - STREET,B3,456,,2019-09-08 02:44:00,2019,9,Sunday,2,Part One,ERIE ST,42.30113988,-71.08332549,"(42.30113988, -71.08332549)"
6267,6267,I192071824,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,365,,2019-09-08 03:42:00,2019,9,Sunday,3,Part One,DORCHESTER AVE,42.2908347,-71.06288798,"(42.29083470, -71.06288798)"
6268,6268,I192071823,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,121,,2019-09-08 02:55:00,2019,9,Sunday,2,Part One,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)"
6269,6269,I192071823,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,121,,2019-09-08 02:55:00,2019,9,Sunday,2,Part Two,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)"
6270,6270,I192071821,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,300,,2019-09-08 03:27:00,2019,9,Sunday,3,Part Three,WASHINGTON ST,42.32104457,-71.09281974,"(42.32104457, -71.09281974)"
6271,6271,I192071820,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,,2019-09-08 02:39:00,2019,9,Sunday,2,Part Three,WOOLSON ST,42.28152196,-71.09008408,"(42.28152196, -71.09008408)"
6272,6272,I192071818,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,64,,2019-09-08 02:52:00,2019,9,Sunday,2,Part Two,CAMBRIDGE ST,42.36119772,-71.06828088,"(42.36119772, -71.06828088)"
6273,6273,I192071816,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,94,,2019-09-08 02:48:00,2019,9,Sunday,2,Part Two,COMMERCIAL ST,42.35952721,-71.05358839,"(42.35952721, -71.05358839)"
6274,6274,I192071816,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,94,,2019-09-08 02:48:00,2019,9,Sunday,2,Part One,COMMERCIAL ST,42.35952721,-71.05358839,"(42.35952721, -71.05358839)"
6275,6275,I192071816,2660,Other,OTHER OFFENSE,A1,94,,2019-09-08 02:48:00,2019,9,Sunday,2,Part Two,COMMERCIAL ST,42.35952721,-71.05358839,"(42.35952721, -71.05358839)"
6276,6276,I192071816,1870,Drug Violation,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,A1,94,,2019-09-08 02:48:00,2019,9,Sunday,2,Part Two,COMMERCIAL ST,42.35952721,-71.05358839,"(42.35952721, -71.05358839)"
6277,6277,I192071816,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,94,,2019-09-08 02:48:00,2019,9,Sunday,2,Part Two,COMMERCIAL ST,42.35952721,-71.05358839,"(42.35952721, -71.05358839)"
6278,6278,I192071815,3114,Investigate Property,INVESTIGATE PROPERTY,C11,337,,2019-09-08 02:17:00,2019,9,Sunday,2,Part Three,PURITAN AVE,42.30646829,-71.07225146,"(42.30646829, -71.07225146)"
6279,6279,I192071814,3207,Property Found,PROPERTY - FOUND,C6,210,,2019-09-08 02:59:00,2019,9,Sunday,2,Part Three,D ST,42.34373929,-71.04499632,"(42.34373929, -71.04499632)"
6284,6284,I192071812,2905,Violations,VAL - OPERATING WITHOUT LICENSE,D14,795,,2019-09-08 02:23:00,2019,9,Sunday,2,Part Two,EVERETT ST,42.35379408,-71.13905967,"(42.35379408, -71.13905967)"
6285,6285,I192071812,3410,Towed,TOWED MOTOR VEHICLE,D14,795,,2019-09-08 02:23:00,2019,9,Sunday,2,Part Three,EVERETT ST,42.35379408,-71.13905967,"(42.35379408, -71.13905967)"
6286,6286,I192071812,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,D14,795,,2019-09-08 02:23:00,2019,9,Sunday,2,Part Two,EVERETT ST,42.35379408,-71.13905967,"(42.35379408, -71.13905967)"
6287,6287,I192071810,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3, ,,2019-09-08 01:30:00,2019,9,Sunday,1,Part Three,,42.29751202,-71.08961863,"(42.29751202, -71.08961863)"
6288,6288,I192071809,3410,Towed,TOWED MOTOR VEHICLE,A7,907,,2019-09-07 23:40:00,2019,9,Saturday,23,Part Three,LANDING ST,42.3710588,-71.04227322,"(42.37105880, -71.04227322)"
6289,6289,I192071808,3301,Verbal Disputes,VERBAL DISPUTE,B2,237,,2019-09-08 01:32:00,2019,9,Sunday,1,Part Three,HOLDEN ST,42.31892106,-71.064284,"(42.31892106, -71.06428400)"
6292,6292,I192071806,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A7,17,,2019-09-08 00:32:00,2019,9,Sunday,0,Part Two,SARATOGA ST,42.37950444,-71.02857705,"(42.37950444, -71.02857705)"
6293,6293,I192071805,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E5,562,,2019-09-08 01:15:00,2019,9,Sunday,1,Part One,WASHINGTON ST,42.28688203,-71.1276629,"(42.28688203, -71.12766290)"
6294,6294,I192071804,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,B2,329,,2019-09-08 01:21:00,2019,9,Sunday,1,Part Two,WASHINGTON ST,42.30576686,-71.08097517,"(42.30576686, -71.08097517)"
6295,6295,I192071803,3115,Investigate Person,INVESTIGATE PERSON,C6,210,,2019-09-08 00:03:00,2019,9,Sunday,0,Part Three,D ST,42.34373929,-71.04499632,"(42.34373929, -71.04499632)"
6296,6296,I192071801,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,225,,2019-09-08 01:02:00,2019,9,Sunday,1,Part Three,E FOURTH ST,42.33464183,-71.04250708,"(42.33464183, -71.04250708)"
6297,6297,I192071799,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,337,,2019-09-08 00:46:00,2019,9,Sunday,0,Part Three,BLAKEVILLE ST,42.30470597,-71.07091547,"(42.30470597, -71.07091547)"
6298,6298,I192071798,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2019-09-08 00:15:00,2019,9,Sunday,0,Part One,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)"
6299,6299,I192071797,3304,Assembly or Gathering Violations,NOISY PARTY/RADIO-NO ARREST,B3,434,,2019-09-08 00:32:00,2019,9,Sunday,0,Part Three,CAPEN ST,42.28387658,-71.08099354,"(42.28387658, -71.08099354)"
6300,6300,I192071796,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,367,,2019-09-08 00:20:00,2019,9,Sunday,0,Part Three,ADAMS ST,42.28966391,-71.05597704,"(42.28966391, -71.05597704)"
6301,6301,I192071794,617,Larceny,LARCENY THEFT FROM BUILDING,D4,621,,2019-09-07 23:48:00,2019,9,Saturday,23,Part One,NEWBURY ST,42.34807438,-71.089853,"(42.34807438, -71.08985300)"
6302,6302,I192071791,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,587,,2019-09-07 22:48:00,2019,9,Saturday,22,Part One,PARKER ST,42.33138384,-71.09734804,"(42.33138384, -71.09734804)"
6303,6303,I192071789,3115,Investigate Person,INVESTIGATE PERSON,E18,501,,2019-09-07 22:58:00,2019,9,Saturday,22,Part Three,HYDE PARK AVE,42.28085355,-71.11880157,"(42.28085355, -71.11880157)"
6304,6304,I192071788,301,Robbery,ROBBERY - STREET,B2,911,,2019-09-07 22:51:00,2019,9,Saturday,22,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
6305,6305,I192071788,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,911,,2019-09-07 22:51:00,2019,9,Saturday,22,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
6306,6306,I192071785,2647,Other,THREATS TO DO BODILY HARM,C11,335,,2019-09-07 23:34:00,2019,9,Saturday,23,Part Two,HAMILTON ST,42.30816879,-71.06964861,"(42.30816879, -71.06964861)"
6307,6307,I192071784,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,606,,2019-09-07 23:01:00,2019,9,Saturday,23,Part Three,HEATH ST,42.32760082,-71.10878874,"(42.32760082, -71.10878874)"
6308,6308,I192071782,619,Larceny,LARCENY ALL OTHERS,D4,168,,2019-09-07 23:09:00,2019,9,Saturday,23,Part One,SHAWMUT AVE,42.33965205,-71.07455503,"(42.33965205, -71.07455503)"
6309,6309,I192071781,3115,Investigate Person,INVESTIGATE PERSON,D14,779,,2019-09-07 22:03:00,2019,9,Saturday,22,Part Three,GLENCOE ST,42.3534255,-71.14897081,"(42.35342550, -71.14897081)"
6310,6310,I192071779,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,236,,2019-09-07 20:50:00,2019,9,Saturday,20,Part Three,E COTTAGE ST,42.31853245,-71.05778998,"(42.31853245, -71.05778998)"
6311,6311,I192071777,3410,Towed,TOWED MOTOR VEHICLE,D14,763,,2019-09-07 22:02:00,2019,9,Saturday,22,Part Three,OAKLAND ST,42.35057401,-71.15798885,"(42.35057401, -71.15798885)"
6312,6312,I192071775,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,,2019-09-07 21:59:00,2019,9,Saturday,21,Part Three,BLUE HILL AVE,42.2957638,-71.08756002,"(42.29576380, -71.08756002)"
6313,6313,I192071774,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,104,,2019-09-07 22:12:00,2019,9,Saturday,22,Part Two,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)"
6314,6314,I192071772,3304,Assembly or Gathering Violations,NOISY PARTY/RADIO-NO ARREST,B2,291,,2019-09-07 21:30:00,2019,9,Saturday,21,Part Three,CEDAR ST,42.32747759,-71.09509472,"(42.32747759, -71.09509472)"
6315,6315,I192071769,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,119,,2019-09-07 21:46:00,2019,9,Saturday,21,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
6316,6316,I192071768,3114,Investigate Property,INVESTIGATE PROPERTY,D4,271,,2019-09-07 22:02:00,2019,9,Saturday,22,Part Three,HARRISON AVE,42.33478683,-71.07532946,"(42.33478683, -71.07532946)"
6317,6317,I192071767,3201,Property Lost,PROPERTY - LOST,A1,97,,2019-09-07 20:22:00,2019,9,Saturday,20,Part Three,WASHINGTON ST,42.35747912,-71.05827852,"(42.35747912, -71.05827852)"
6318,6318,I192071766,619,Larceny,LARCENY ALL OTHERS,A1,172,,2019-09-05 08:30:00,2019,9,Thursday,8,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
6319,6319,I192071765,3201,Property Lost,PROPERTY - LOST,D4,624,,2019-09-06 23:30:00,2019,9,Friday,23,Part Three,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
6320,6320,I192071764,2629,Harassment,HARASSMENT,B2,329,,2019-09-07 20:22:00,2019,9,Saturday,20,Part Two,COLUMBIA RD,42.30733393,-71.0763704,"(42.30733393, -71.07637040)"
6321,6321,I192071763,3201,Property Lost,PROPERTY - LOST,A1,104,,2019-09-07 21:48:00,2019,9,Saturday,21,Part Three,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)"
6322,6322,I192071762,1402,Vandalism,VANDALISM,B2,326,,2019-09-07 21:01:00,2019,9,Saturday,21,Part Two,BLUE HILL AVE,42.31385824,-71.07929233,"(42.31385824, -71.07929233)"
6323,6323,I192071761,3301,Verbal Disputes,VERBAL DISPUTE,C11,332,,2019-09-07 21:08:00,2019,9,Saturday,21,Part Three,TRULL ST,42.31250816,-71.06546757,"(42.31250816, -71.06546757)"
6324,6324,I192071760,3410,Towed,TOWED MOTOR VEHICLE,A1,76,,2019-09-07 20:31:00,2019,9,Saturday,20,Part Three,CANAL ST,42.36489527,-71.06050249,"(42.36489527, -71.06050249)"
6325,6325,I192070148,1402,Vandalism,VANDALISM,C11,253,,2019-09-03 07:51:00,2019,9,Tuesday,7,Part Two,ASHLAND ST,42.29995644,-71.0528869,"(42.29995644, -71.05288690)"
6326,6326,I192071759,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,542,,2019-09-07 21:13:00,2019,9,Saturday,21,Part Three,RIVER ST,42.25519156,-71.12761721,"(42.25519156, -71.12761721)"
6327,6327,I192071758,3115,Investigate Person,INVESTIGATE PERSON,C6,936,,2019-09-07 20:57:00,2019,9,Saturday,20,Part Three,ORTON-MAROTTA WAY,42.33802658,-71.05492863,"(42.33802658, -71.05492863)"
6328,6328,I192071757,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,627,,2019-09-07 20:18:00,2019,9,Saturday,20,Part Three,BOYLSTON ST,42.34396866,-71.100013,"(42.34396866, -71.10001300)"
6329,6329,I192071756,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,130,,2019-09-07 20:29:00,2019,9,Saturday,20,Part Two,HUNTINGTON AVE,42.34857652,-71.07772012,"(42.34857652, -71.07772012)"
6330,6330,I192071755,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,500,,2019-09-07 20:23:30,2019,9,Saturday,20,Part Three,CANTERBURY ST,42.28058479,-71.11451352,"(42.28058479, -71.11451352)"
6332,6332,I192071753,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,427,,2019-09-07 19:42:00,2019,9,Saturday,19,Part Three,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
6333,6333,I192071753,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,427,,2019-09-07 19:42:00,2019,9,Saturday,19,Part One,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
6334,6334,I192071751,3410,Towed,TOWED MOTOR VEHICLE,C6,226,,2019-09-07 20:18:00,2019,9,Saturday,20,Part Three,E FIFTH ST,42.33386512,-71.03992048,"(42.33386512, -71.03992048)"
6335,6335,I192071750,1402,Vandalism,VANDALISM,E13,303,,2019-09-07 20:32:00,2019,9,Saturday,20,Part Two,AMORY ST,42.32133813,-71.09924423,"(42.32133813, -71.09924423)"
6336,6336,I192071749,3301,Verbal Disputes,VERBAL DISPUTE,B3,432,,2019-09-07 20:40:00,2019,9,Saturday,20,Part Three,WOODROW AVE,42.28712049,-71.08421139,"(42.28712049, -71.08421139)"
6337,6337,I192071748,1001,Counterfeiting,FORGERY / COUNTERFEITING,D14,783,,2019-07-30 12:00:00,2019,7,Tuesday,12,Part Two,WARREN ST,42.34894483,-71.14087199,"(42.34894483, -71.14087199)"
6338,6338,I192071747,724,Auto Theft,AUTO THEFT,E18,496,,2019-09-07 16:30:00,2019,9,Saturday,16,Part One,METROPOLITAN AVE,42.26847209,-71.11941323,"(42.26847209, -71.11941323)"
6339,6339,I192071745,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,117,,2019-09-07 20:18:00,2019,9,Saturday,20,Part Two,WASHINGTON ST,42.35174282,-71.0627594,"(42.35174282, -71.06275940)"
6340,6340,I192071745,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,117,,2019-09-07 20:18:00,2019,9,Saturday,20,Part Two,WASHINGTON ST,42.35174282,-71.0627594,"(42.35174282, -71.06275940)"
6341,6341,I192071745,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,117,,2019-09-07 20:18:00,2019,9,Saturday,20,Part Two,WASHINGTON ST,42.35174282,-71.0627594,"(42.35174282, -71.06275940)"
6342,6342,I192071744,3130,Search Warrants,SEARCH WARRANT,B3,415,,2019-08-01 20:48:00,2019,8,Thursday,20,Part Three,DRISCOLL DR,42.27851367,-71.07089501,"(42.27851367, -71.07089501)"
6343,6343,I192071743,616,Larceny,LARCENY THEFT OF BICYCLE,B2,603,,2019-09-05 20:00:00,2019,9,Thursday,20,Part One,CALUMET ST,42.33069227,-71.1029989,"(42.33069227, -71.10299890)"
6344,6344,I192071741,617,Larceny,LARCENY THEFT FROM BUILDING,D4,168,,2019-09-07 19:22:00,2019,9,Saturday,19,Part One,SAINT GEORGE ST,42.33845028,-71.07210292,"(42.33845028, -71.07210292)"
6345,6345,I192071740,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,562,,2019-09-07 19:09:00,2019,9,Saturday,19,Part Two,FLORENCE ST,42.2856436,-71.12524192,"(42.28564360, -71.12524192)"
6347,6347,I192071738,301,Robbery,ROBBERY - STREET,A1,84,,2019-09-07 18:50:00,2019,9,Saturday,18,Part One,N BENNET ST,42.36524662,-71.05416027,"(42.36524662, -71.05416027)"
6348,6348,I192071737,3114,Investigate Property,INVESTIGATE PROPERTY,B3,458,,2019-09-07 19:44:00,2019,9,Saturday,19,Part Three,ELLINGTON ST,42.30136116,-71.08290897,"(42.30136116, -71.08290897)"
6350,6350,I192071735,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,766,,2019-09-07 19:16:00,2019,9,Saturday,19,Part Three,OLIVA RD,42.35610394,-71.16093102,"(42.35610394, -71.16093102)"
6351,6351,I192071734,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D4,128,,2018-09-18 22:20:00,2018,9,Tuesday,22,Part One,STANHOPE ST,42.34824818,-71.07360419,"(42.34824818, -71.07360419)"
6353,6353,I192071732,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,292,,2019-09-07 18:08:00,2019,9,Saturday,18,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
6354,6354,I192071731,1846,Drug Violation,DRUGS - POSS CLASS E,B2,181,,2019-09-07 18:59:00,2019,9,Saturday,18,Part Two,SHIRLEY ST,42.3256949,-71.06816778,"(42.32569490, -71.06816778)"
6355,6355,I192071731,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,181,,2019-09-07 18:59:00,2019,9,Saturday,18,Part Two,SHIRLEY ST,42.3256949,-71.06816778,"(42.32569490, -71.06816778)"
6356,6356,I192071731,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,181,,2019-09-07 18:59:00,2019,9,Saturday,18,Part Two,SHIRLEY ST,42.3256949,-71.06816778,"(42.32569490, -71.06816778)"
6357,6357,I192071731,1844,Drug Violation,DRUGS - POSS CLASS C,B2,181,,2019-09-07 18:59:00,2019,9,Saturday,18,Part Two,SHIRLEY ST,42.3256949,-71.06816778,"(42.32569490, -71.06816778)"
6358,6358,I192071730,619,Larceny,LARCENY ALL OTHERS,D4,154,,2019-09-07 18:47:00,2019,9,Saturday,18,Part One,RUTLAND SQ,42.34173737,-71.07818565,"(42.34173737, -71.07818565)"
6359,6359,I192071728,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B3,465,,2019-09-07 19:27:00,2019,9,Saturday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
6360,6360,I192071727,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B3,465,,2019-09-07 19:26:00,2019,9,Saturday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
6361,6361,I192071726,2647,Other,THREATS TO DO BODILY HARM,C11,370,,2019-09-07 18:36:00,2019,9,Saturday,18,Part Two,WILLIAM T MORRISSEY BLVD,42.29681643,-71.04853785,"(42.29681643, -71.04853785)"
6362,6362,I192071725,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,130,,2019-09-07 18:35:00,2019,9,Saturday,18,Part Three,DARTMOUTH ST,42.34762277,-71.07606735,"(42.34762277, -71.07606735)"
6363,6363,I192071724,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D4,172,,2019-09-07 18:31:00,2019,9,Saturday,18,Part Three,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
6364,6364,I192071724,801,Simple Assault,ASSAULT - SIMPLE,D4,172,,2019-09-07 18:31:00,2019,9,Saturday,18,Part Two,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
